Site_ID,Sample_ID,Data_Source,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Realm_Name,Country_Name,Ecoregion,Site_Name,Date_Day,Date_Month,Date_Year,Depth_max_m,Bleaching_Level,S1,S2,S3,S4,S_rounded_mean,Severity_Code
41,47,Teixeira et al. (2019),-17.998,-38.671,Atlantic,Tropical Atlantic,Brazil,EST,Abrolhos,31,5,2016,17,,,,,,,3
42,48,Vila Nova et al. (2014),-8.762358,-35.087822,Atlantic,Tropical Atlantic,Brazil,NST,Tamandare reefs,30,1,2013,0,,,,,,,1
43,49,Duarte et al. (2020),-16.916667,-39.05,Atlantic,Tropical Atlantic,Brazil,EST,Itacolomis reefs,5,7,2019,8,,,,,,,3
44,50,Ferreira et al. (2021),-17.96621,-38.692891,Atlantic,Tropical Atlantic,Brazil,EST,Abrolhos,31,5,2019,9,,,,,,,3
45,51,Pereira et al. (2022),-9.044023,-35.197533,Atlantic,Tropical Atlantic,Brazil,NST,Maragogi reefs,1,6,2020,8,,,,,,,3
46,52,Braz et al. (2022),-16.40353,-38.980978,Atlantic,Tropical Atlantic,Brazil,EST,Porto Seguro reefs,30,6,2019,4,,,,,,,3
47,53,Morais and Santos (2022),-7.03698,-34.58802,Atlantic,Tropical Atlantic,Brazil,NST,Paraiba Eastern Coast reefs,9,2,2017,61,,,,,,,3
48,54,Costa (2022),-4.924722,-37.11,Atlantic,Tropical Atlantic,Brazil,NST,Upanema beach,31,12,2017,0,,,,,,,2
49,55,Mariano (2022),-23.545281,-45.030363,Atlantic,Tropical Atlantic,Brazil,SEST,Ubatuba,27,2,2021,3,,,,,,,3
50,56,Castro et al. (1999),-17.9833,-39.25,Atlantic,Tropical Atlantic,Brazil,EST,Abrolhos Viçosa reef,21,9,1992,3,,,,,,,1
50,57,Castro et al. (1999),-17.9833,-39.25,Atlantic,Tropical Atlantic,Brazil,EST,Abrolhos Viçosa reef,21,4,1993,3,,,,,,,2
